,Mimic enzyme activity,N,P,S,Si,Se,B,F,Cl,Br,I,Metal ratio,Metal type,Metal valence,Submetal ratio,Submetal type,Submetal valence,3rd metal ratio,3rd metal type,3rd metal valence,4th metal ratio,4th metal type,4th metal  valence,shape,Size/nm,Surface modification,Dispersion medium,Buffer pH value,Buffer pH,Temperature/℃,Substrate1,Substrate2,Substrate2 concentration(mM),Km/mM,Vmax/μM s-1,Kcat/s-1,"k cat /Km
(Catalytic efficiency )/M-1 s-1",Chemical_formula
MnO2 ,1,0,0,0,0,0,0,0,0,0,0,100,25,4,33.3,30,2,1.35,58,4,5.5,36,1,0,50,4,2,3.8,0,25,3,2,0.26,0.03,0.05,345000000,3.33E+13,471
MnO2 ,1,0,0,0,0,0,0,0,0,0,0,100,25,4,33.3,30,2,1.35,58,4,5.5,36,1,0,50,4,2,3.8,0,25,0,2,0.26,0.03,0.11,345000000,3.33E+13,471
Cu-TCPP MOF nanodots,4,1,0,0,0,0,0,0,0,0,0,100,29,2,33.3,30,2,4.075,62,0,3.25,46,0,1,3.6,60,3,7.4,2,25,29,19,0.08,1.255,0.105,345000000,3.33E+13,472
Cu-TCPP MOF nanodots,3,1,0,0,0,0,0,0,0,0,0,66.7,26,3,33.3,30,2,4.075,62,0,3.25,46,0,1,3.6,60,3,7.4,2,25,8,2,0.26,1.25,0.105,345000000,3.33E+13,472
Cu-TCPP MOF nanodots,3,1,0,0,0,0,0,0,0,0,0,66.7,26,3,33.3,30,2,4.075,62,0,3.25,46,0,1,3.6,60,3,7.4,2,25,1,2,0.26,0.2,0.105,345000000,3.33E+13,472
CoNi NCs/NF@C,0,0,0,0,0,0,0,0,0,0,0,57.37,27,2,42.63,28,2,9.84,30,2,3.25,46,0,3,1,98,3,4,0,40,0,0,1,0.22,0.09,345000000,3.33E+13,473
CoNi NCs/NF@C,0,0,0,0,0,0,0,0,0,0,0,57.37,27,2,42.63,28,2,16.17,68.5,1.5,3.25,46,0,3,1,9,3,4,0,40,1,1,3,1.09,0.13,345000000,3.33E+13,473
Cerium Oxide NSs,0,0,0,0,0,0,0,0,0,0,0,88,58,4,12,58,3,2.28,62,0,3.79,27,3,1,200,4,2,7.4,2,25,0,0,0.26,0.16,1.33,345000000,3.33E+13,474
Cerium Oxide NSs,0,0,0,0,0,0,0,0,0,0,0,88,58,4,12,58,3,17.3,58,4,10.23,27,2.5,1,200,4,2,7.4,2,25,1,1,0.26,198.34,1.52,345000000,3.33E+13,474
Mndpa@SiO2@IL每PEG,2,1,0,0,1,0,0,0,0,0,0,100,25,2,16.025,78,0,16.67,28,2,15.585,26.5,2,0,250,87,5,7.1,2,37,1,2,0.505,1.12,0.1,1.63,2496.7,475
AdpaMn@SiO2@IL每PEG,2,1,0,0,1,0,0,0,0,0,0,100,25,2,16.025,78,0,16.67,28,2,15.585,26.5,2,0,250,87,5,7.1,2,37,1,2,0.505,1.01,0.1,2.76,1460,476
VOx nanoflakes,0,0,0,0,0,0,0,0,0,0,0,66.7,23,4,33.3,23,5,18.535,25.5,3,15,23,4,1,200,4,0,4.5,0,25,0,0,0.53,0.06,2.7,345000000,3.33E+13,477
VOx nanoflakes,2,0,0,0,0,0,0,0,0,0,0,100,23,4,23.99,23,5,24.845,25,4,15,23,4,1,100,4,1,6.4,0,25,1,2,0.515,0.1,0.095,0.1,1460.505,477
CS-AgI,0,0,0,0,0,0,0,0,0,0,0,100,47,1,33.3,30,2,9.84,30,2,3.25,46,0,0,40.05,146,0,4,0,25,0,0,10,0.02,0.105,345000000,3.33E+13,478
CS-AgI,0,0,0,0,0,0,0,0,0,0,0,100,47,1,33.3,30,2,9.84,30,2,3.25,46,0,0,40.05,146,0,4,0,25,1,1,0.06,2.86,0.105,345000000,3.33E+13,478
CS-AgI,0,0,0,0,0,0,0,0,0,0,0,100,47,1,33.3,30,2,9.84,30,2,3.25,46,0,0,40.05,146,6,7,1,25,0,2,0.26,0.02,0.17,345000000,3.33E+13,478
ZrO2,0,0,0,0,0,0,0,0,0,0,0,100,40,4,33.3,30,2,2.28,62,0,3.52,36.5,1.5,0,200,4,6,4,0,25,1,5,1.2,62.2,0.105,345000000,3.33E+13,479
ZrO2,2,0,0,0,0,0,0,0,0,0,0,100,40,4,33.3,30,2,2.28,62,0,3.79,27,3,0,200,4,6,7,1,25,1,2,0.26,1.255,0.105,345000000,3.33E+13,479
ZrO2,2,0,0,0,0,0,0,0,0,0,0,100,40,4,33.3,30,2,2.28,62,0,3.79,27,3,0,200,4,6,8,2,25,1,2,0.26,1.255,0.105,345000000,3.33E+13,479
Co3O4 nanoplates,2,0,0,0,0,0,0,0,0,0,0,66.6,27,3,33.3,27,2,24.845,25,4,12.75,26,2,1,100,4,3,9,2,90,1,2,4.5,24.7,2.38,0.03,1.16,480
Co3O4 nanorods,2,0,0,0,0,0,0,0,0,0,0,66.6,27,3,33.3,27,2,16.67,26,2,3.52,36.5,1.5,4,10,4,3,9,2,90,1,2,3.5,4.82,1.89,0.02,4.71,481
Co3O4 nanocubes,2,0,0,0,0,0,0,0,0,0,0,66.6,27,3,33.3,27,2,16.64,58,4,3.25,46,0,5,19,4,3,9,2,90,1,2,5,63.9,1.23,0.01,0.23,482
PPy@CoO/NiO NTs,0,1,0,0,0,0,0,0,0,0,0,66.6,27,2,33.3,28,2,16.67,28,2,15.585,26.5,2,4,325,147,0,4,0,25,0,0,65,0.04,0.28,345000000,3.33E+13,483
PPy@CoO/NiO NTs,0,1,0,0,0,0,0,0,0,0,0,66.6,27,2,33.3,28,2,16.67,28,2,15.585,26.5,2,4,325,148,0,4,0,25,1,1,0.1,5.82,0.07,345000000,3.33E+13,483
Au@Pt,0,0,0,1,0,0,0,0,0,0,0,90.91,79,0,9.09,78,0,7.13,36.5,1,3.52,36.5,1.5,4,50,83,2,4.5,0,37,0,0,2,0.02,0.03,2800,142788461.5,262
Au@Pt,0,0,0,1,0,0,0,0,0,0,0,90.91,79,0,9.09,78,0,20.835,32,2,10.23,27,2.5,4,50,83,2,4.5,0,37,1,1,0.13,76,0.75,71700,948886.64,262
Au@PtAg0.33,0,0,0,1,0,0,0,0,0,0,0,73.68,79,0,19.87,78,0,6.56,47,0,3.52,36.5,1.5,4,50,83,2,4.5,0,37,0,0,2,0.02,0.02,1700,105769230.8,484
Au@PtAg0.33,0,0,0,1,0,0,0,0,0,0,0,73.68,79,0,19.87,78,0,6.56,47,0,9.96,36.5,1,4,50,83,2,4.5,0,37,1,1,0.13,92,0.54,51900,564381.27,484
Au@PtAg0.5,0,0,0,1,0,0,0,0,0,0,0,71.17,79,0,19.22,78,0,9.61,47,0,3.52,36.5,1.5,4,50,83,2,4.5,0,37,0,0,2,0.01,0.01,1200,124038461.5,485
Au@PtAg0.5,0,0,0,1,0,0,0,0,0,0,0,71.17,79,0,19.22,78,0,9.61,47,0,9.96,36.5,1,4,50,83,2,4.5,0,37,1,1,0.13,111.8,0.5,48400,430026.15,485
Au@Pt,1,0,0,1,0,0,0,0,0,0,0,90.91,79,0,9.09,78,0,11.01,27,2,3.79,27,3,4,50,83,2,4.5,0,37,0,2,200.25,0.01,0.02,420,47692183.33,262
Au@PtAg0.33,1,0,0,1,0,0,0,0,0,0,0,73.68,79,0,19.87,78,0,6.56,47,0,3.52,36.5,1.5,4,50,83,2,4.5,0,37,0,2,200.25,0.01,0.01,220,33942077.11,484
Au@PtAg0.5,1,0,0,1,0,0,0,0,0,0,0,71.17,79,0,19.22,78,0,9.61,47,0,3.52,36.5,1.5,4,50,83,2,4.5,0,37,0,2,200.25,0.01,0.01,130,20660394.76,485
gold nanoparticles,0,0,0,0,0,0,0,0,0,0,0,100,79,0,7.755,68.5,1.5,2.28,62,0,3.79,27,3,0,12.4,4,3,7,1,25,30,2,10.05,0.1,0.035,1.39,825.49,486
FeSA,0,1,0,0,0,0,0,0,0,0,0,100,26,0,33.3,30,2,1.815,52,2,3.52,36.5,1.5,0,200,4,0,3,0,47.5,1,1,5,13.2,0.65,218010550,2.57E+13,487
FeSA,0,1,0,0,0,0,0,0,0,0,0,100,26,0,33.3,30,2,1.35,58,4,3.25,46,0,0,200,4,0,3,0,47.5,0,0,0.5,2.2,1,218010550,2.57E+13,487
 Pt clusters,0,1,0,0,0,0,0,0,0,0,0,100,78,0,33.3,30,2,2.28,62,0,3.52,36.5,1.5,0,200,4,0,3,0,40,1,1,5,49.1,0.85,345000000,3.33E+13,488
 Pt clusters,0,1,0,0,0,0,0,0,0,0,0,100,78,0,33.3,30,2,2.28,62,0,3.79,27,3,0,200,4,0,3,0,40,0,0,0.26,2.9,0.99,345000000,3.33E+13,488
FeSA-Pt,0,1,0,0,0,0,0,0,0,0,0,61.29,78,0,38.71,26,0,16.67,26,2,15,23,4,0,200,4,0,3,0,40,1,1,5,19.6,1.6,345000000,3.33E+13,489
FeSA-Pt,0,1,0,0,0,0,0,0,0,0,0,61.29,78,0,38.71,26,0,16.67,26,2,15,23,4,0,200,4,0,3,0,40,0,0,0.26,1.8,1.4,345000000,3.33E+13,489
Fe55-N-C,0,1,0,0,0,0,0,0,0,0,0,100,26,0,33.3,30,2,1.35,58,4,3.25,46,0,3,200,4,0,4,0,25,0,0,0.26,0.37,0.27,345000000,3.33E+13,490
Fe55-N-C,0,1,0,0,0,0,0,0,0,0,0,100,26,0,33.3,30,2,1.35,58,4,3.25,46,0,3,200,4,0,4,0,25,1,1,0.26,4.9,0.23,345000000,3.33E+13,490
H2O2-CeO2,1,0,0,0,0,0,0,0,0,0,0,100,58,4,33.3,30,2,2.28,62,0,3.79,27,3,0,200,4,5,7,1,37,0,2,0.26,0.76,0.05,345000000,3.33E+13,491
BSA-H2O2-CeO2,1,1,1,1,0,0,0,0,0,0,0,100,58,4,33.3,30,2,4.63,46.5,0,3.25,46,0,0,200,80,5,7,1,37,0,2,0.26,0.29,0.33,345000000,3.33E+13,492
PCNSs,1,1,0,0,0,0,0,0,0,0,0,83.35,26,3,33.3,30,2,24.845,25,4,12.75,26,2,0,100,4,0,4.5,0,40,0,2,0.5,0.48,0.345,218010550,2.57E+13,493
N-PCNSs-5,1,1,0,0,0,0,0,0,0,0,0,83.35,26,3,33.3,30,2,24.845,25,4,12.75,26,2,0,100,4,0,4.5,0,40,0,2,0.5,0.1,0.1,218010550,2.57E+13,494
N-PCNSs-3,1,1,0,0,0,0,0,0,0,0,0,66.7,26,3,33.3,30,2,24.845,25,4,12.75,26,2,0,120,4,0,4.5,0,40,0,2,0.26,0.08,0.1,345000000,3.33E+13,495
PCNSs,0,1,0,0,0,0,0,0,0,0,0,83.35,26,3,33.3,30,2,24.845,25,4,12.75,26,2,0,100,4,0,4.5,0,40,0,0,0.5,2.25,0.04,218010550,2.57E+13,493
PCNSs,0,1,0,0,0,0,0,0,0,0,0,66.7,26,3,33.3,30,2,15.95,58,4,15.585,26.5,2,0,100,4,0,4.5,0,40,1,1,0.26,471,0.06,345000000,3.33E+13,493
N-PCNSs-5,0,1,0,0,0,0,0,0,0,0,0,83.35,26,3,33.3,30,2,24.845,25,4,12.75,26,2,0,100,4,0,4.5,0,40,0,0,0.5,0.14,0.06,218010550,2.57E+13,494
N-PCNSs-5,0,1,0,0,0,0,0,0,0,0,0,66.7,26,3,33.3,30,2,16.64,42,3,15.585,26.5,2,0,100,4,0,4.5,0,40,1,1,0.26,161,0.12,345000000,3.33E+13,494
N-PCNSs-3,0,1,0,0,0,0,0,0,0,0,0,66.7,26,3,33.3,30,2,24.845,25,4,12.75,26,2,0,120,4,0,4.5,0,40,0,0,0.26,0.05,0.13,345000000,3.33E+13,495
N-PCNSs-3,0,1,0,0,0,0,0,0,0,0,0,66.7,26,3,33.3,30,2,16.64,42,3,15.585,26.5,2,0,120,4,0,4.5,0,40,1,1,0.26,130,0.33,345000000,3.33E+13,495
PCNSs,2,1,0,0,0,0,0,0,0,0,0,83.35,26,3,33.3,30,2,24.845,25,4,12.75,26,2,0,100,4,2,7,1,47.5,1,2,0.5,0.1,0.345,218010550,2.57E+13,493
N-PCNSs-5,2,1,0,0,0,0,0,0,0,0,0,83.35,26,3,33.3,30,2,24.845,25,4,12.75,26,2,0,100,4,2,7,1,47.5,1,2,0.5,0.1,0.345,218010550,2.57E+13,494
N-PCNSs-3,2,1,0,0,0,0,0,0,0,0,0,83.35,26,3,33.3,30,2,24.845,25,4,12.75,26,2,0,120,4,2,7,1,47.5,1,2,0.5,0.1,0.345,218010550,2.57E+13,495
FeN4C-SOx,0,1,0,1,0,0,0,0,0,0,0,100,26,0,13.815,78.5,0,16.67,28,2,3.25,46,0,1,125,149,0,3.6,0,31,1,1,5.65,39.55,0.05,4.37,0.48,496
FeN4C-SOx,0,1,0,1,0,0,0,0,0,0,0,100,26,0,13.815,78.5,0,16.67,28,2,3.25,46,0,1,167.5,149,0,3.6,0,37,0,0,2.375,0.32,0.08,7.21,0.48,496
SA-Pt/g-C3N4-K,0,1,0,0,0,0,0,0,0,0,0,97,19,1,3,78,0,24.845,25,4,15.585,26.5,2,4,300,4,0,4,0,25,1,1,1,0.1,1.75,345000000,3.33E+13,497
SA-Pt/g-C3N4-K,0,1,0,0,0,0,0,0,0,0,0,97,19,1,3,78,0,24.845,25,4,15.585,26.5,2,4,300,4,0,4,0,25,0,0,1,0.1,1.76,345000000,3.33E+13,497
g-C3N4-K,0,1,0,0,0,0,0,0,0,0,0,100,19,1,33.3,30,2,1.815,52,2,3.25,46,0,4,200,4,0,4,0,25,1,1,1,0.03,1.18,345000000,3.33E+13,498
g-C3N4-K,0,1,0,0,0,0,0,0,0,0,0,100,19,1,33.3,30,2,1.815,52,2,3.25,46,0,4,200,4,0,4,0,25,0,0,1,0.02,1.61,345000000,3.33E+13,498
MoS2-CoFe2O4,0,0,0,1,0,0,0,0,0,0,0,50,42,4,33.33,26,3,16.67,27,2,12.75,26,2,0,550,2,0,3,0,40,0,0,0.26,0.07,23.9,345000000,3.33E+13,499
MoS2-CoFe2O4,0,0,0,1,0,0,0,0,0,0,0,50,42,4,33.33,26,3,16.67,27,2,12.75,26,2,0,550,2,0,3,0,40,1,1,0.26,0.05,17.5,345000000,3.33E+13,499
NH 2 -MIL-88B (Fe),0,1,0,0,0,0,0,0,0,0,0,100,26,3,22.09,78.5,0,16.67,28,2,3.25,46,0,3,500,150,0,4,0,37,0,0,3.75,0.1,0.34,5.2,0.48,500
NH 2 -MIL-88B (Fe),0,1,0,0,0,0,0,0,0,0,0,100,26,3,22.09,78.5,0,16.67,28,2,3.25,46,0,3,500,150,0,4,0,37,1,1,1,0.1,0.21,3.2,0.48,500
NMCTP-TTA,0,1,0,0,0,0,0,0,0,0,0,100,26,3,22.09,78.5,0,16.67,28,2,3.25,46,0,4,500,150,0,4,0,37,0,0,3.75,0.1,0.74,14.1,0.48,501
NMCTP-TTA,0,1,0,0,0,0,0,0,0,0,0,100,26,3,22.09,78.5,0,16.67,28,2,3.25,46,0,4,500,150,0,4,0,37,1,1,1,0.1,0.57,10.9,0.48,501
AFt每CeO2 ,4,1,0,1,0,0,0,0,0,0,0,70,58,3,30,58,4,9.84,30,2,3.25,46,0,5,4.5,116,8,4,3,37,12,20,0.26,1.255,0.105,345000000,3.33E+13,502
AFt每Pt,4,1,0,1,0,0,0,0,0,0,0,100,78,0,33.3,30,2,6.56,47,0,3.25,46,0,0,2,116,2,7.4,2,37,12,20,0.26,1.255,0.105,345000000,3.33E+13,503
Pt NPs(PVP-Pt),4,1,0,0,0,0,0,0,0,0,0,100,78,0,33.3,30,2,6.56,47,0,3.52,36.5,1.5,0,2.4,60,8,4,2,37,12,21,0.26,1.255,0.105,345000000,3.33E+13,504
Ag-C12-3.0GEMA,4,0,0,0,0,0,0,0,0,0,0,100,47,0,33.3,30,2,17.02,79,0,3.25,46,0,0,4.3,151,8,4,2,37,12,21,0.26,1.255,0.105,345000000,3.33E+13,505
Ag-C16-3.2GEMA,4,0,0,0,0,0,0,0,0,0,0,100,47,0,33.3,30,2,17.02,79,0,3.25,46,0,0,6.6,152,8,4,2,37,12,21,0.26,1.255,0.105,345000000,3.33E+13,506
Ag-1.8C12-4.7GEMA,4,1,0,0,0,0,0,0,1,0,0,100,47,0,33.3,30,2,17.02,79,0,3.25,46,0,0,4.9,153,8,4,2,37,12,21,0.26,1.255,0.105,345000000,3.33E+13,507
Pt-C12-3.0GEMA,4,0,0,0,0,0,0,0,0,0,0,100,78,0,33.3,30,2,17.02,79,0,3.25,46,0,0,1.9,151,8,4,2,37,12,21,0.26,1.255,0.105,345000000,3.33E+13,508
Pt-C16-3.2GEMA,4,0,0,0,0,0,0,0,0,0,0,100,78,0,33.3,30,2,17.02,79,0,3.25,46,0,0,4.5,152,8,4,2,37,12,21,0.26,1.255,0.105,345000000,3.33E+13,509
pt-1.8C12-4.7GEMA,4,1,0,0,0,0,0,0,1,0,0,100,78,0,33.3,30,2,17.02,79,0,3.25,46,0,0,2.6,153,8,4,2,37,12,21,0.26,1.255,0.105,345000000,3.33E+13,510
Fe3O4 NPs,0,0,0,0,0,0,0,0,0,0,0,66.6,26,3,33.3,26,2,24.845,25,4,12.75,26,2,0,130,33,0,3.6,0,37,0,0,1000,0.24,0.66,311904.76,1293673836,123
Au NPs,0,0,0,0,0,0,0,0,0,0,0,100,79,0,27.11,77,3,16.67,28,2,9.375,26,2,0,13,154,0,3.6,0,37,0,0,1000,0.13,0.28,808.82,6333778.62,162
CdCo2O4,0,0,0,0,0,0,0,0,0,0,0,66.67,27,3,33.3,24,2,3.25,46,0,3.25,46,0,1,200,33,0,4,0,35,0,0,3,0.32,0.02,345000000,3.33E+13,511
CdCo2O4,0,0,0,0,0,0,0,0,0,0,0,66.67,27,3,33.3,24,2,3.25,46,0,3.25,46,0,1,200,33,0,4,0,35,1,1,8,0.33,0.04,345000000,3.33E+13,511
Cu2O,1,0,0,0,0,0,0,0,0,0,0,100,29,1,33.3,30,2,2.28,62,0,3.52,36.5,1.5,5,0.24,4,1,7,1,25,6,2,0.26,1.69,0.03,345000000,3.33E+13,512
Cu2O-CDs-Cu,1,0,0,0,0,0,0,0,0,0,0,71.43,29,1,28.57,29,0,15,23,5,15,23,4,0,2000,9,1,7,1,25,6,2,0.26,11.95,0.08,345000000,3.33E+13,513
Cu2O-CDs-Cu,1,0,0,0,0,0,0,0,0,0,0,71.43,29,1,28.57,29,0,15,23,5,15,23,4,0,2000,9,1,7,1,25,6,2,0.26,3.94,0.16,345000000,3.33E+13,513
Cu@Cu2O aerogels,0,0,0,0,0,0,0,0,0,0,0,57.14,29,2,42.86,29,0,15.29,41.5,3,9.375,26,2,0,40,4,7,5.5,0,25,16,0,10,0.47,0.15,0.64,1363.48,514
Cu@Cu2O aerogels,0,0,0,0,0,0,0,0,0,0,0,57.14,29,2,42.86,29,1,13.33,58,3,9.375,26,2,0,40,4,2,7.4,2,25,6,0,10,8.88,0.02,0.42,46.92,514
Cu@Cu2O aerogels,0,0,0,0,0,0,0,0,0,0,0,57.14,29,2,42.86,29,1,13.33,58,3,5.5,36,1,0,40,4,0,5,0,25,0,0,5,0.94,0.1,1.67,1773.05,514
Cu@Cu2O aerogels,0,0,0,0,0,0,0,0,0,0,0,57.14,29,2,42.86,29,1,16.93,41.5,3.5,9.375,26,2,0,40,4,12,7.2,2,25,20,0,5,0.37,0.06,0.54,1467.12,514
NiFe2O4,1,0,0,0,0,0,0,0,0,0,0,66.67,26,3,33.33,28,2,16.93,41.5,3.5,9.375,26,2,0,35,4,4,7,1,25,6,0,60,8.4,0.01,345000000,3.33E+13,515
ZnFe2O4,1,0,0,0,0,0,0,0,0,0,0,66.67,26,3,33.33,30,2,16.64,58,4,9.375,26,2,0,10,4,4,7,1,25,6,0,60,22.6,0.01,345000000,3.33E+13,516
MnFe2O4,1,0,0,0,0,0,0,0,0,0,0,66.67,26,3,33.33,25,2,16.64,58,4,9.375,26,2,0,18,4,4,7,1,25,6,0,60,27.5,0.1,345000000,3.33E+13,334
CoFe2O4,1,0,0,0,0,0,0,0,0,0,0,66.67,26,3,33.33,27,2,16.64,58,4,9.375,26,2,0,15,4,4,7,1,25,6,0,60,32.7,0.08,345000000,3.33E+13,444
Fe3O4@indol-IL,2,1,1,0,0,0,0,1,0,0,0,66.67,26,3,33.33,26,2,15.95,58,4,3.25,46,0,0,27.5,155,5,7.1,2,37,1,2,5.03,1,387,1.29,1290,517
Fe3O4,2,0,0,0,0,0,0,0,0,0,0,66.67,26,3,33.33,26,2,18.305,42.5,3,11.375,24.5,3,0,100,4,5,7.1,2,37,1,2,212.62,0.94,309,1.03,1096,79
IrNCs,2,0,0,0,0,0,0,0,0,0,0,100,77,0,33.3,30,2,8.085,47,0,9.96,36.5,1,5,3.3,110,3,7.4,2,37,1,2,0.26,132,0.105,345000000,3.33E+13,518
Fe-Co-LDH,1,0,0,0,0,0,0,0,0,0,0,75,27,2,25,26,3,13.765,25,3,12.75,26,2,1,100,4,0,4,0,40,0,2,0.26,0.34,0.05,345000000,3.33E+13,519
Pd cube@CeO2,1,0,0,0,0,0,0,0,0,0,0,51.28,58,4,48.72,46,0,9.96,36,1,9.96,36.5,1,0,32,60,0,4,0,37,0,2,0.26,0.21,0.105,345000000,3.33E+13,520
BSA-Ag NCs,1,1,1,0,0,0,0,0,0,0,0,100,79,0,33.3,30,2,17.02,79,0,3.25,46,0,0,2.25,156,0,4,0,10,0,2,0.26,0.12,0.21,345000000,3.33E+13,521
NL-MnCaO2,1,0,0,0,0,0,0,0,0,0,0,68.97,25,4,31.03,20,2,16.93,41.5,3.5,15,23,4,0,200,4,0,5,0,25,0,2,0.26,0.09,0.98,345000000,3.33E+13,522
NL-MnCaO2,1,0,0,0,0,0,0,0,0,0,0,68.97,25,4,31.03,20,2,18.305,42.5,3,11.375,24.5,3,0,200,4,0,5,0,25,7,2,0.26,0.02,5880,345000000,3.33E+13,522
Co3O4-MMT NCs,0,0,0,0,1,0,0,0,0,0,0,66.67,27,3,33.33,27,2,8.085,47,0,9.375,26,2,0,15,104,0,4,0,40,0,0,250,0.1,0.02,345000000,3.33E+13,523
Co3O4-MMT NCs,0,0,0,1,0,0,0,0,0,0,0,66.67,27,3,33.33,27,2,9.84,30,2,3.25,46,0,0,15,104,0,4,0,40,1,1,1,20.49,0.34,345000000,3.33E+13,523
FA-PMo4V8,0,1,1,0,0,0,0,0,0,0,0,66.67,23,5,33.33,42,6,16.67,28,2,9.96,36.5,1,0,100,157,0,4,0,25,0,0,0,0.1,17.5,345000000,3.33E+13,524
FA-PMo4V8,0,1,1,0,0,0,0,0,0,0,0,66.67,23,5,33.33,42,6,16.67,28,2,9.96,36.5,1,0,100,157,0,4,0,25,1,1,0.08,0.1,130,345000000,3.33E+13,524
Au/Co3O4-CeOx NCs,0,0,0,0,0,0,0,0,0,0,0,62.2,58,4,22.99,79,0,11.01,27,2,3.79,27,3,0,10,4,0,5,0,45,0,0,250,0.12,0.01,345000000,3.33E+13,525
Au/Co3O4-CeOx NCs,0,0,0,0,0,0,0,0,0,0,0,62.2,58,4,22.99,79,0,11.01,27,2,3.79,27,3,0,10,4,0,5,0,45,1,1,1,0.27,0.1,345000000,3.33E+13,525
Pro-PtNPs,1,1,0,0,0,0,0,0,0,0,0,100,78,0,33.3,30,2,17.02,79,0,3.25,46,0,0,20.62,158,0,4.5,0,40,0,2,0.26,0.06,1.13,345000000,3.33E+13,526
citrate-PtNPs,1,1,0,0,0,0,0,0,0,0,0,100,78,0,33.3,30,2,16.845,53.5,1,3.25,46,0,0,200,141,0,4.5,0,40,0,2,0.26,0.09,0.5,345000000,3.33E+13,527
Ag@Fabric,0,1,0,0,0,0,0,0,0,0,0,100,47,0,33.3,30,2,16.67,28,2,9.96,36.5,1,0,100,159,0,5,0,37,0,0,10,0.19,0.15,345000000,3.33E+13,528
Ag@Fabric,0,1,0,0,0,0,0,0,0,0,0,100,47,0,33.3,30,2,16.67,28,2,9.96,36.5,1,0,100,159,0,5,0,37,1,1,0.2,7.61,0.14,345000000,3.33E+13,528
Fe-AMP CPs,2,1,1,0,0,0,0,0,0,0,0,100,26,3,36.165,28,1.5,16.64,42,3,9.96,36.5,1,0,100,68,14,6.9,0,25,1,2,0.48,112.2,2.4,2830000,0.22,529
Co3O4,1,0,0,0,0,0,0,0,0,0,0,66.67,27,3,33.33,27,2,16.67,27,2,12.75,26,2,0,360,4,0,4.5,0,25,0,2,0.26,0.05,0.05,345000000,3.33E+13,180
Co3O4,0,0,0,0,0,0,0,0,0,0,0,66.67,27,3,33.33,27,2,16.67,27,2,15.585,26.5,2,0,360,4,0,4.5,0,30,0,0,10,0.28,0.11,345000000,3.33E+13,180
Co3O4,0,0,0,0,0,0,0,0,0,0,0,66.67,27,3,33.33,27,2,16.67,27,2,15.585,26.5,2,0,360,4,0,4.5,0,30,1,1,0.5,5.93,0.1,345000000,3.33E+13,180
Co3O4,2,0,0,0,0,0,0,0,0,0,0,66.67,27,3,33.33,27,2,15.95,58,4,15.585,26.5,2,0,360,4,5,8,2,25,1,2,0.26,839.85,1466.66,345000000,3.33E+13,180
Co3O4/rGO,0,0,0,0,0,0,0,0,0,0,0,66.67,27,3,33.33,27,2,16.64,58,4,9.375,26,2,1,10,0,0,3.5,0,30,0,0,100,0.19,0.11,345000000,3.33E+13,530
Co3O4/rGO,0,0,0,0,0,0,0,0,0,0,0,66.67,27,3,33.33,27,2,13.33,58,3,3.25,46,0,1,10,0,0,3.5,0,30,1,1,0.8,24.04,0.1,345000000,3.33E+13,530
Co3O4  NPs,0,0,0,0,0,0,0,0,0,0,0,66.67,27,3,33.33,27,2,24.845,25,4,12.75,26,2,5,250,4,0,3.5,0,30,0,0,100,0.3,0.08,345000000,3.33E+13,531
Co3O4  NPs,0,0,0,0,0,0,0,0,0,0,0,66.67,27,3,33.33,27,2,24.845,25,4,15.585,26.5,2,5,250,4,0,3.5,0,30,1,1,0.8,24.64,0.07,345000000,3.33E+13,531
Ce-BPyDC,1,1,0,0,0,0,0,0,0,0,0,54.55,58,4,45.45,58,3,24.845,25,4,12.75,26,2,5,225,4,0,4,0,25,0,2,0.26,0.12,0.21,345000000,3.33E+13,532
Ce-BPyDC,0,1,0,0,0,0,0,0,0,0,0,54.55,58,4,45.45,58,3,24.845,25,4,15.585,26.5,2,5,225,4,0,4,0,25,0,0,20,0.16,0.27,345000000,3.33E+13,532
Ce-BPyDC,0,1,0,0,0,0,0,0,0,0,0,54.55,58,4,45.45,58,3,24.845,25,4,15.585,26.5,2,5,225,4,0,4,0,25,1,1,1,4.41,1.01,345000000,3.33E+13,532
Pt nanoparticles,1,1,0,0,0,0,0,0,0,0,0,100,78,0,33.3,30,2,6.56,47,0,3.25,46,0,0,30,60,0,4,0,35,0,2,0.26,0.1,0.105,345000000,3.33E+13,533
Au NPs,1,1,1,0,0,0,0,0,0,0,0,100,79,0,33.3,30,2,17.02,79,0,3.25,46,0,0,12,160,5,7.4,2,37,7,2,0.26,28.59,0.105,345000000,3.33E+13,162
Fe-N/C,1,1,0,0,0,0,0,0,0,0,0,100,26,3,33.3,30,2,24.845,25,4,12.75,26,2,3,120,4,0,3.5,0,37,0,2,0.26,0.94,0.6,345000000,3.33E+13,219
SA-PtNPs,1,0,0,0,0,0,0,0,0,0,0,100,78,0,33.3,30,2,17.02,79,0,3.25,46,0,0,5.9,161,3,4.5,0,37,0,2,0.26,0.01,0.09,345000000,3.33E+13,534
HS-PtNPs,1,1,0,1,0,0,0,0,0,0,0,57,78,4,42,78,0,9.61,47,0,3.79,27,3,0,4.8,63,3,3.5,0,37,0,2,0.26,0.01,0.105,345000000,3.33E+13,535
CuMnO2,0,0,0,0,0,0,0,0,0,0,0,52.17,29,1,47.83,25,3,24.845,25,4,12.75,26,2,1,100,4,0,4.5,0,25,0,0,100,0.58,0.08,345000000,3.33E+13,536
